tier,namespace,type,api,kind,jalium_sig,wpf_sig,suggestion
2,System.Windows.Input,InputBindingCollection,InputBindingCollection(.ctor),param-type,public InputBindingCollection(IEnumerable<InputBinding> bindings),public InputBindingCollection(System.Collections.IList inputBindings),Add a ctor overload taking System.Collections.IList to match WPF (keep the generic one if desired).
2,System.Windows.Input,InputBindingCollection,Add,return-type,public void Add(InputBinding item),public int Add(InputBinding inputBinding),WPF's public Add returns the insertion index (int); Jalium returns void (ICollection<T>.Add shape).
2,System.Windows.Input,InputBindingCollection,Remove,return-type,public bool Remove(InputBinding item),public void Remove(InputBinding inputBinding),WPF Remove returns void; Jalium returns bool. Reconcile to WPF signature.
2,System.Windows.Input,InputBindingCollection,IsFixedSize,accessibility,bool IList.IsFixedSize { get; } (explicit interface impl),public bool IsFixedSize { get; },"Expose IsFixedSize as a public member, not an explicit interface implementation."
2,System.Windows.Input,InputBindingCollection,IsSynchronized,accessibility,bool ICollection.IsSynchronized { get; } (explicit),public bool IsSynchronized { get; },Expose IsSynchronized publicly.
2,System.Windows.Input,InputBindingCollection,SyncRoot,accessibility,object ICollection.SyncRoot { get; } (explicit),public object SyncRoot { get; },Expose SyncRoot publicly.
2,System.Windows.Input,InputBindingCollection,GetEnumerator,return-type,public IEnumerator<InputBinding> GetEnumerator(),public System.Collections.IEnumerator GetEnumerator(),WPF's public GetEnumerator returns non-generic IEnumerator.
2,System.Windows.Input,InputDevice,Target,return-type,public abstract UIElement? Target { get; },public abstract System.Windows.IInputElement Target { get; },WPF returns IInputElement; Jalium returns UIElement. IInputElement exists in Jalium; widen return type.
2,System.Windows.Input,InputDevice,ActiveSource,return-type,public abstract object? ActiveSource { get; },public abstract System.Windows.PresentationSource ActiveSource { get; },WPF returns PresentationSource (no such type exists in Jalium); Jalium uses object.
2,System.Windows.Input,InputGestureCollection,InputGestureCollection(.ctor),param-type,public InputGestureCollection(IEnumerable<InputGesture> gestures),public InputGestureCollection(System.Collections.IList inputGestures),Add ctor overload taking System.Collections.IList to match WPF.
2,System.Windows.Input,InputGestureCollection,Add,return-type,public void Add(InputGesture item),public int Add(InputGesture inputGesture),WPF public Add returns insertion index (int).
2,System.Windows.Input,InputGestureCollection,Remove,return-type,public bool Remove(InputGesture item),public void Remove(InputGesture inputGesture),WPF Remove returns void; Jalium returns bool.
2,System.Windows.Input,InputGestureCollection,IsFixedSize,accessibility,bool IList.IsFixedSize { get; } (explicit),public bool IsFixedSize { get; },Expose IsFixedSize publicly.
2,System.Windows.Input,InputGestureCollection,IsSynchronized,accessibility,bool ICollection.IsSynchronized { get; } (explicit),public bool IsSynchronized { get; },Expose IsSynchronized publicly.
2,System.Windows.Input,InputGestureCollection,SyncRoot,accessibility,object ICollection.SyncRoot { get; } (explicit),public object SyncRoot { get; },Expose SyncRoot publicly.
2,System.Windows.Input,InputGestureCollection,GetEnumerator,return-type,public IEnumerator<InputGesture> GetEnumerator(),public System.Collections.IEnumerator GetEnumerator(),WPF's public GetEnumerator returns non-generic IEnumerator.
2,System.Windows.Input,InputLanguageEventArgs,InputLanguageEventArgs(type),kind-mismatch,public sealed class InputLanguageEventArgs : EventArgs,public abstract partial class InputLanguageEventArgs : EventArgs,WPF is abstract (base for InputLanguageChanged/ChangingEventArgs). Jalium sealed it and added Rejected. Make it abstract (non-sealed) to host the two derived types.
2,System.Windows.Input,InputLanguageEventArgs,InputLanguageEventArgs(.ctor),accessibility,"public InputLanguageEventArgs(CultureInfo newLanguage, CultureInfo previousLanguage)","protected InputLanguageEventArgs(CultureInfo newLanguageId, CultureInfo previousLanguageId)",WPF ctor is protected (abstract class); Jalium made it public.
2,System.Windows.Input,InputLanguageEventArgs,NewLanguage,accessibility,public CultureInfo NewLanguage { get; } (non-virtual),public virtual CultureInfo NewLanguage { get; },WPF NewLanguage/PreviousLanguage are virtual; Jalium non-virtual (can't override in derived types).
2,System.Windows.Input,InputLanguageManager,AvailableInputLanguages,return-type,public IEnumerable<CultureInfo> AvailableInputLanguages { get; },public System.Collections.IEnumerable AvailableInputLanguages { get; },WPF returns non-generic IEnumerable.
2,System.Windows.Input,InputLanguageManager,InputLanguageChanged,param-type,public event EventHandler<InputLanguageEventArgs>? InputLanguageChanged,public event System.Windows.Input.InputLanguageEventHandler InputLanguageChanged,"WPF uses the InputLanguageEventHandler delegate type, not EventHandler<T>."
2,System.Windows.Input,InputLanguageManager,InputLanguageChanging,param-type,public event EventHandler<InputLanguageEventArgs>? InputLanguageChanging,public event System.Windows.Input.InputLanguageEventHandler InputLanguageChanging,WPF uses the InputLanguageEventHandler delegate type.
2,System.Windows.Input,InputManager,PushMenuMode,param-type,public void PushMenuMode(object menuSite),public void PushMenuMode(System.Windows.PresentationSource menuSite),Type parameter as PresentationSource (type absent in Jalium).
2,System.Windows.Input,InputManager,PopMenuMode,param-type,public void PopMenuMode(object menuSite),public void PopMenuMode(System.Windows.PresentationSource menuSite),Type parameter as PresentationSource.
2,System.Windows.Input,InputManager,PreNotifyInput,param-type,public event EventHandler<NotifyInputEventArgs>? PreNotifyInput,public event System.Windows.Input.NotifyInputEventHandler PreNotifyInput,WPF uses NotifyInputEventHandler delegate.
2,System.Windows.Input,InputManager,PostNotifyInput,param-type,public event EventHandler<NotifyInputEventArgs>? PostNotifyInput,public event System.Windows.Input.NotifyInputEventHandler PostNotifyInput,WPF uses NotifyInputEventHandler delegate.
2,System.Windows.Input,InputManager,PreProcessInput,param-type,public event EventHandler<PreProcessInputEventArgs>? PreProcessInput,public event System.Windows.Input.PreProcessInputEventHandler PreProcessInput,WPF uses PreProcessInputEventHandler delegate.
2,System.Windows.Input,InputManager,PostProcessInput,param-type,public event EventHandler<ProcessInputEventArgs>? PostProcessInput,public event System.Windows.Input.ProcessInputEventHandler PostProcessInput,WPF uses ProcessInputEventHandler delegate.
2,System.Windows.Input,InputMethod,InputMethod(type),kind-mismatch,public static class InputMethod,public partial class InputMethod : DispatcherObject (instance; per-dispatcher static Current),"WPF InputMethod is an instance class (DispatcherObject) exposing per-thread instance IME state; Jalium made it a static utility, so DependencyProperty backing and all instance IME state properties cannot exist as-is. Reshape to an instance class."
2,System.Windows.Input,InputMethod,Current,return-type,public static IInputElement? Current { get; },public static System.Windows.Input.InputMethod Current { get; },WPF Current returns the InputMethod singleton for the thread; Jalium repurposed Current to return the IME target element (semantic + type mismatch).
2,System.Windows.Input,InputMethod,GetInputScope,param-type,public static InputScope GetInputScope(IInputElement element),public static System.Windows.Input.InputScope GetInputScope(System.Windows.DependencyObject target),"WPF attached accessor takes DependencyObject; Jalium takes IInputElement (and uses ConditionalWeakTable, not a DP)."
2,System.Windows.Input,InputMethod,SetInputScope,param-type,"public static void SetInputScope(IInputElement element, InputScope value)","public static void SetInputScope(System.Windows.DependencyObject target, System.Windows.Input.InputScope value)",WPF accessor takes DependencyObject.
2,System.Windows.Input,InputMethod,GetIsInputMethodEnabled,param-type,public static bool GetIsInputMethodEnabled(IInputElement element),public static bool GetIsInputMethodEnabled(System.Windows.DependencyObject target),WPF accessor takes DependencyObject.
2,System.Windows.Input,InputMethod,SetIsInputMethodEnabled,param-type,"public static void SetIsInputMethodEnabled(IInputElement element, bool value)","public static void SetIsInputMethodEnabled(System.Windows.DependencyObject target, bool value)",WPF accessor takes DependencyObject.
2,System.Windows.Input,InputMethod,GetPreferredImeState,param-type,public static InputMethodState GetPreferredImeState(IInputElement element),public static System.Windows.Input.InputMethodState GetPreferredImeState(System.Windows.DependencyObject target),WPF accessor takes DependencyObject.
2,System.Windows.Input,InputMethod,SetPreferredImeState,param-type,"public static void SetPreferredImeState(IInputElement element, InputMethodState value)","public static void SetPreferredImeState(System.Windows.DependencyObject target, System.Windows.Input.InputMethodState value)",WPF accessor takes DependencyObject.
2,System.Windows.Input,InputMethodState,Off,default-value,Off = 2,Off = 0,"Reorder members so Off=0, On=1, DoNotCare=2 to match WPF (critical: default(InputMethodState) must be Off, but Jalium yields DoNotCare)."
2,System.Windows.Input,InputMethodState,DoNotCare,default-value,DoNotCare = 0,DoNotCare = 2,"Reorder members so Off=0, On=1, DoNotCare=2 to match WPF."
2,System.Windows.Input,InputScope,RegularExpression,return-type,public Collection<InputScopePhrase> RegularExpression { get; },public string RegularExpression { get; set; },BUG-level divergence: WPF RegularExpression is a settable string; Jalium declared it as a read-only Collection<InputScopePhrase>. Change to 'public string RegularExpression { get; set; }'.
2,System.Windows.Input,InputScope,Names,return-type,public Collection<InputScopeName> Names { get; },public System.Collections.IList Names { get; },WPF declares IList (minor; Collection<T> implements IList).
2,System.Windows.Input,InputScope,PhraseList,return-type,public Collection<InputScopePhrase> PhraseList { get; },public System.Collections.IList PhraseList { get; },WPF declares IList (minor; Collection<T> implements IList).
2,System.Windows.Input,InputScopeName,InputScopeName(type),kind-mismatch,public sealed class InputScopeName (no IAddChild),public partial class InputScopeName : System.Windows.Markup.IAddChild,Implement IAddChild (interface exists in Jalium) and add AddChild/AddText; also un-seal to match WPF.
2,System.Windows.Input,InputScopePhrase,InputScopePhrase(type),kind-mismatch,public sealed class InputScopePhrase (no IAddChild),public partial class InputScopePhrase : System.Windows.Markup.IAddChild,Implement IAddChild and add AddChild/AddText; un-seal to match WPF.
2,System.Windows.Input,Key,Key.Back,default-value,Back = 8,Back = 2,"Change value to 2; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Tab,default-value,Tab = 9,Tab = 3,"Change value to 3; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Enter,default-value,Enter = 13,Enter = 6,"Change value to 6; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Pause,default-value,Pause = 19,Pause = 7,"Change value to 7; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.CapsLock,default-value,CapsLock = 20,CapsLock = 8,"Change value to 8; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Escape,default-value,Escape = 27,Escape = 13,"Change value to 13; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Space,default-value,Space = 32,Space = 18,"Change value to 18; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.PageUp,default-value,PageUp = 33,PageUp = 19,"Change value to 19; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.PageDown,default-value,PageDown = 34,PageDown = 20,"Change value to 20; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.End,default-value,End = 35,End = 21,"Change value to 21; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Home,default-value,Home = 36,Home = 22,"Change value to 22; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Left,default-value,Left = 37,Left = 23,"Change value to 23; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Up,default-value,Up = 38,Up = 24,"Change value to 24; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Right,default-value,Right = 39,Right = 25,"Change value to 25; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Down,default-value,Down = 40,Down = 26,"Change value to 26; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Insert,default-value,Insert = 45,Insert = 31,"Change value to 31; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Delete,default-value,Delete = 46,Delete = 32,"Change value to 32; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D0,default-value,D0 = 48,D0 = 34,"Change value to 34; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D1,default-value,D1 = 49,D1 = 35,"Change value to 35; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D2,default-value,D2 = 50,D2 = 36,"Change value to 36; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D3,default-value,D3 = 51,D3 = 37,"Change value to 37; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D4,default-value,D4 = 52,D4 = 38,"Change value to 38; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D5,default-value,D5 = 53,D5 = 39,"Change value to 39; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D6,default-value,D6 = 54,D6 = 40,"Change value to 40; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D7,default-value,D7 = 55,D7 = 41,"Change value to 41; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D8,default-value,D8 = 56,D8 = 42,"Change value to 42; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D9,default-value,D9 = 57,D9 = 43,"Change value to 43; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.A,default-value,A = 65,A = 44,"Change value to 44; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.B,default-value,B = 66,B = 45,"Change value to 45; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.C,default-value,C = 67,C = 46,"Change value to 46; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.D,default-value,D = 68,D = 47,"Change value to 47; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.E,default-value,E = 69,E = 48,"Change value to 48; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F,default-value,F = 70,F = 49,"Change value to 49; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.G,default-value,G = 71,G = 50,"Change value to 50; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.H,default-value,H = 72,H = 51,"Change value to 51; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.I,default-value,I = 73,I = 52,"Change value to 52; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.J,default-value,J = 74,J = 53,"Change value to 53; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.K,default-value,K = 75,K = 54,"Change value to 54; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.L,default-value,L = 76,L = 55,"Change value to 55; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.M,default-value,M = 77,M = 56,"Change value to 56; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.N,default-value,N = 78,N = 57,"Change value to 57; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.O,default-value,O = 79,O = 58,"Change value to 58; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.P,default-value,P = 80,P = 59,"Change value to 59; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Q,default-value,Q = 81,Q = 60,"Change value to 60; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.R,default-value,R = 82,R = 61,"Change value to 61; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.S,default-value,S = 83,S = 62,"Change value to 62; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.T,default-value,T = 84,T = 63,"Change value to 63; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.U,default-value,U = 85,U = 64,"Change value to 64; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.V,default-value,V = 86,V = 65,"Change value to 65; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.W,default-value,W = 87,W = 66,"Change value to 66; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.X,default-value,X = 88,X = 67,"Change value to 67; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Y,default-value,Y = 89,Y = 68,"Change value to 68; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Z,default-value,Z = 90,Z = 69,"Change value to 69; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad0,default-value,NumPad0 = 96,NumPad0 = 74,"Change value to 74; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad1,default-value,NumPad1 = 97,NumPad1 = 75,"Change value to 75; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad2,default-value,NumPad2 = 98,NumPad2 = 76,"Change value to 76; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad3,default-value,NumPad3 = 99,NumPad3 = 77,"Change value to 77; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad4,default-value,NumPad4 = 100,NumPad4 = 78,"Change value to 78; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad5,default-value,NumPad5 = 101,NumPad5 = 79,"Change value to 79; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad6,default-value,NumPad6 = 102,NumPad6 = 80,"Change value to 80; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad7,default-value,NumPad7 = 103,NumPad7 = 81,"Change value to 81; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad8,default-value,NumPad8 = 104,NumPad8 = 82,"Change value to 82; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.NumPad9,default-value,NumPad9 = 105,NumPad9 = 83,"Change value to 83; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Multiply,default-value,Multiply = 106,Multiply = 84,"Change value to 84; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Add,default-value,Add = 107,Add = 85,"Change value to 85; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Subtract,default-value,Subtract = 109,Subtract = 87,"Change value to 87; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Decimal,default-value,Decimal = 110,Decimal = 88,"Change value to 88; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.Divide,default-value,Divide = 111,Divide = 89,"Change value to 89; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F1,default-value,F1 = 112,F1 = 90,"Change value to 90; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F2,default-value,F2 = 113,F2 = 91,"Change value to 91; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F3,default-value,F3 = 114,F3 = 92,"Change value to 92; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F4,default-value,F4 = 115,F4 = 93,"Change value to 93; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F5,default-value,F5 = 116,F5 = 94,"Change value to 94; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F6,default-value,F6 = 117,F6 = 95,"Change value to 95; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F7,default-value,F7 = 118,F7 = 96,"Change value to 96; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F8,default-value,F8 = 119,F8 = 97,"Change value to 97; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F9,default-value,F9 = 120,F9 = 98,"Change value to 98; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F10,default-value,F10 = 121,F10 = 99,"Change value to 99; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F11,default-value,F11 = 122,F11 = 100,"Change value to 100; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.F12,default-value,F12 = 123,F12 = 101,"Change value to 101; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemSemicolon,default-value,OemSemicolon = 186,OemSemicolon = 140,"Change value to 140; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemPlus,default-value,OemPlus = 187,OemPlus = 141,"Change value to 141; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemComma,default-value,OemComma = 188,OemComma = 142,"Change value to 142; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemMinus,default-value,OemMinus = 189,OemMinus = 143,"Change value to 143; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemPeriod,default-value,OemPeriod = 190,OemPeriod = 144,"Change value to 144; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemQuestion,default-value,OemQuestion = 191,OemQuestion = 145,"Change value to 145; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemTilde,default-value,OemTilde = 192,OemTilde = 146,"Change value to 146; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemOpenBrackets,default-value,OemOpenBrackets = 219,OemOpenBrackets = 149,"Change value to 149; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemPipe,default-value,OemPipe = 220,OemPipe = 150,"Change value to 150; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemCloseBrackets,default-value,OemCloseBrackets = 221,OemCloseBrackets = 151,"Change value to 151; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,Key,Key.OemQuotes,default-value,OemQuotes = 222,OemQuotes = 152,"Change value to 152; WPF Key uses its own sequential enumeration, Jalium uses Win32 VK codes"
2,System.Windows.Input,KeyBinding,KeyBinding(.ctor),param-type,"public KeyBinding(ICommand command, int key, int modifiers)","public KeyBinding(System.Windows.Input.ICommand command, System.Windows.Input.Key key, System.Windows.Input.ModifierKeys modifiers)",Type key/modifiers as the Key and ModifierKeys enums (both exist in Jalium) rather than int.
2,System.Windows.Input,KeyBinding,Key,return-type,public int Key { get; set; },public System.Windows.Input.Key Key { get; set; },Use the Key enum type.
2,System.Windows.Input,KeyBinding,Modifiers,return-type,public int Modifiers { get; set; },public System.Windows.Input.ModifierKeys Modifiers { get; set; },Use the ModifierKeys enum type.
2,System.Windows.Input,KeyBinding,KeyBinding(type),kind-mismatch,public sealed class KeyBinding : InputBinding (plain class),public partial class KeyBinding : InputBinding (Freezable chain),"WPF InputBinding derives from Freezable/DependencyObject; Jalium's InputBinding is a plain non-sealed class. Without a Freezable base, KeyProperty/ModifiersProperty DPs and CreateInstanceCore override cannot exist. Also un-seal KeyBinding."
2,System.Windows.Input,KeyEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF protected; Jalium internal (rooted in RoutedEventArgs).
2,System.Windows.Input,KeyGesture,KeyGesture(Key),param-type,public KeyGesture(int key),public KeyGesture(System.Windows.Input.Key key),Type key parameter as Input.Key enum.
2,System.Windows.Input,KeyGesture,"KeyGesture(Key,ModifierKeys)",param-type,"public KeyGesture(int key, int modifiers)","public KeyGesture(System.Windows.Input.Key key, System.Windows.Input.ModifierKeys modifiers)",Use Key and ModifierKeys enums.
2,System.Windows.Input,KeyGesture,"KeyGesture(Key,ModifierKeys,string)",param-type,"public KeyGesture(int key, int modifiers, string displayString)","public KeyGesture(System.Windows.Input.Key key, System.Windows.Input.ModifierKeys modifiers, string displayString)",Use Key and ModifierKeys enums.
2,System.Windows.Input,KeyGesture,Key,return-type,public int Key { get; },public System.Windows.Input.Key Key { get; },Expose Key as Input.Key enum.
2,System.Windows.Input,KeyGesture,Modifiers,return-type,public int Modifiers { get; },public System.Windows.Input.ModifierKeys Modifiers { get; },Expose Modifiers as ModifierKeys enum.
2,System.Windows.Input,KeyGesture,GetDisplayStringForCulture,param-type,public string GetDisplayStringForCulture(IFormatProvider? culture),public string GetDisplayStringForCulture(System.Globalization.CultureInfo culture),Accept CultureInfo instead of IFormatProvider?.
2,System.Windows.Input,KeyStates,KeyStates (underlying type),kind-mismatch,[Flags] public enum KeyStates (underlying int),[Flags] public enum KeyStates : byte,Declare the underlying type as byte: 'public enum KeyStates : byte' to match WPF's public contract.
2,System.Windows.Input,KeyboardDevice,FocusedElement,return-type,public UIElement? FocusedElement { get; internal set; },public System.Windows.IInputElement FocusedElement { get; },Return IInputElement instead of UIElement? to match WPF.
2,System.Windows.Input,KeyboardFocusChangedEventArgs,(base class),kind-mismatch,sealed class KeyboardFocusChangedEventArgs : RoutedEventArgs,class KeyboardFocusChangedEventArgs : System.Windows.Input.KeyboardEventArgs,WPF: KeyboardEventArgs->InputEventArgs->RoutedEventArgs; Jalium derives straight from RoutedEventArgs and is sealed. Insert missing layers and unseal.
2,System.Windows.Input,KeyboardFocusChangedEventHandler,KeyboardFocusChangedEventHandler,accessibility,namespace Jalium.UI,namespace System.Windows.Input (=> Jalium.UI.Input),Move the delegate from Jalium.UI (IInputElement.cs) into Jalium.UI.Input to match the mapped namespace; every other Input delegate lives in Jalium.UI.Input.
2,System.Windows.Input,KeyboardNavigation,KeyboardNavigation (type declaration),static,public static class KeyboardNavigation,public sealed partial class KeyboardNavigation { internal KeyboardNavigation() { } },"WPF declares KeyboardNavigation as a NON-static sealed class with an internal parameterless constructor; Jalium declares it as a `static` class. A static class cannot be used as a generic type argument or variable/field type. For strict type-shape parity change to `public sealed class KeyboardNavigation` with an internal (or private) parameterless ctor. Low practical impact since only static attached-property members are used, but it is a genuine type-shape divergence."
